職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點
10/02更新,【後端軟體工程師(一般/資深)】(台北),待遇面議,光子網絡科技有限公司,40人,不拘,"C#、C++、Java、Python、Go、ANSI SQL、MS SQL、JavaScript",數位內容產業,雙北
10/27更新,"AD30100 後端工程師","月薪30,000元以上",華碩電腦股份有限公司,暫不提供,不拘,Linux、AJAX,電腦及其週邊設備製造業,雙北
10/11更新,技術支援工程師/全端工程師,"月薪60,000元以上",聖勝科技有限公司,70人,1年以上,Linux、Java、Oracle、JavaScript、ReactJS、VueJS,其它軟體及網路相關業,雙北
10/17更新,"AI Optimization/Operations Research (OR) Scientist_Delta Research Center (Taipei)",待遇面議,"台達電子工業股份有限公司 _DELTA ELECTRONICS INC.",88000人,不拘,不拘,其他電子零組件相關業,雙北
10/20更新,"I109 Java新創金流服務工程師(可遠端工作)",待遇面議,台灣大哥大股份有限公司,3500人,3年以上,Java、JavaScript、jQuery、CSS,電信相關業,雙北
10/05更新,資訊人員,"年薪600,000元以上",臺灣湯淺電池股份有限公司,1300人,不拘,Java、JavaScript、鼎新,電池製造業,雙北
10/25更新,資安顧問工程師(應用安全組),"年薪650,000~780,000元",頤合資訊股份有限公司,暫不提供,不拘,"Linux、Windows Server 2012、Windows 10、Windows Server 2019",電腦軟體服務業,雙北
10/10更新,影像應用及分析工程師_台達研究院(台北),待遇面議,"台達電子工業股份有限公司 _DELTA ELECTRONICS INC.",88000人,2年以上,C++、Java,其他電子零組件相關業,雙北
10/25更新,APP系統工程師(台中市),"月薪30,000~80,000元",雄互聯科技股份有限公司,20人,2年以上,"C#、Java、Visual C#、Objective-C、SWIFT、MS SQL、MySQL、ODBC",電腦軟體服務業,雙北
10/17更新,"Software Engineer, QA Automation",待遇面議,沛星互動科技股份有限公司,500人,2年以上,Python、AWS,多媒體相關業,雙北
10/17更新,"Android 工程師 Android Engineer [RD]","年薪800,000~1,400,000元",酷遊天股份有限公司,900人,2年以上,"Android、Kotlin、Mobile Network、Mobile phone",旅遊服務業,雙北
10/27更新,全端軟體開發工程師,待遇面議,宏業電化股份有限公司,180人,3年以上,"Github、Java、Python、Database Administrator、MS SQL、ReactJS",其他電子零組件相關業,苗栗
10/11更新,Android工程師,待遇面議,澄映科技有限公司,15人,3年以上,Android、Git、Kotlin,電腦軟體服務業,雙北
10/25更新,"[2024研發替代役] Test Methodology Engineer (RDSS Intern)",待遇面議,NVIDIA_英屬維京群島商輝達維京股份有限公司台灣分公司,18975人,不拘,不拘,其他半導體相關業,新竹
10/24更新,後端工程師,待遇面議,博弘雲端科技股份有限公司,150人,2年以上,Git、Python、MySQL、PostgreSQL,網際網路相關業,雙北
10/23更新,"技術部-服務可靠性工程師 Site Reliability Engineer",待遇面議,"PChome Online_網路家庭國際資訊(股)公司",1900人,不拘,Github、Jenkins、Python、Node.js,網際網路相關業,雙北
10/13更新,後端工程師,"月薪30,000~40,000元",創力美股份有限公司,40人,不拘,"Linux、Git、ASP.NET、C、C#、C++、Java、JSP、PHP、Python、Visual C#、Visual Studio、Rails、Go、MS SQL、MySQL",網際網路相關業,雲林
10/25更新,".net程式設計師 (後端)","月薪40,000元以上",思圖股份有限公司,12人,1年以上,"Git、ASP.NET、C#、Java、Visual Studio .net、MS SQL、HTML、JavaScript、jQuery",電腦軟體服務業,雙北
10/04更新,MIS程式開發工程師,待遇面議,安勤科技股份有限公司,320人,3年以上,不拘,電腦及其週邊設備製造業,雙北
10/26更新,金流服務-Java工程師,待遇面議,網際威信股份有限公司,200人,1年以上,不拘,電腦系統整合服務業,雙北
10/18更新,資訊處-應用分析師,待遇面議,永豐商業銀行股份有限公司,暫不提供,3年以上,"Linux、C#、Java、MS SQL、JavaScript",銀行業,雙北
10/19更新,"日本 Java 軟體工程師",待遇面議,德義資訊股份有限公司,250人,2年以上,Java、JSP、Spring、Struts、HTML、J2EE、JavaScript,電腦軟體服務業,其他
10/27更新,"5G網站後端開發工程師 (土城/新竹)",待遇面議,鴻海精密工業股份有限公司,暫不提供,3年以上,不拘,消費性電子產品製造業,雙北
10/02更新,"【企業系統部】 前端工程師-台中","月薪40,000元以上",錠嵂保險經紀人股份有限公司,2220人,2年以上,不拘,人身保險業,台中
10/17更新,AI軟體開發資深/主任工程師(語音辨識)_台達知識管理部(台北),待遇面議,"台達電子工業股份有限公司 _DELTA ELECTRONICS INC.",88000人,5年以上,不拘,其他電子零組件相關業,雙北
12/19更新,程式軟體工程師,"月薪55,000元以上",中慧通金融科技股份有限公司,暫不提供,2年以上,Java,電腦軟體服務業,雙北
10/02更新,"全端工程師  Full Stack Developer",待遇面議,奧圖碼股份有限公司,450人,2年以上,不拘,電子通訊／電腦週邊零售業,雙北
12/19更新,Java設計專案主管,"月薪80,000元以上",中慧通金融科技股份有限公司,暫不提供,4年以上,Java、JavaScript,電腦軟體服務業,雙北
09/25更新,"AI engineer(Audio & Image Processing)",待遇面議,訊連科技股份有限公司,400人,不拘,C、C++,其它軟體及網路相關業,雙北
10/26更新,"Java 軟體工程師",待遇面議,德義資訊股份有限公司,250人,1年以上,Java、JSF、JSP、JDBC、Oracle、PL/SQL、J2EE、JavaScript、XML、jQuery,電腦軟體服務業,雙北
10/25更新,"I3501 資訊安全(資深)工程師_板橋",待遇面議,遠傳電信股份有限公司,6300人,1年以上,不拘,電信相關業,雙北
07/17更新,資訊助理工程師,"月薪28,000~38,000元",中福營造股份有限公司,暫不提供,1年以上,"C#、Java、MS SQL",建築工程業,雙北
10/25更新,"亞太IT服務龍頭 Data Solution Architect","月薪80,000元以上",艾福提資訊有限公司,25000人,3年以上,"Data Modeling",電腦軟體服務業,雙北
10/03更新,"Software Engineer",待遇面議,佳易科技股份有限公司,20人,不拘,C++、Java、Python,IC設計相關業,雙北
05/17更新,"SA10564 網路行銷企劃",待遇面議,華碩電腦股份有限公司,暫不提供,3年以上,不拘,電腦及其週邊設備製造業,雙北
10/23更新,"系統後端開發工程師(System Developer)",待遇面議,鉅恒投資有限公司,100人,不拘,不拘,文教╱育樂用品批發業,台中
10/13更新,"Android 軟體開發工程師",待遇面議,嘉實資訊股份有限公司,300人,不拘,Android、C、C++、Java、Kotlin,網際網路相關業,高雄
10/20更新,科技金融_程式人員,"月薪37,000~50,000元",O-Bank_王道商業銀行股份有限公司,1028人,不拘,Java、JavaScript,銀行業,雙北
09/05更新,"AI/Big Data工程師(DTO)",待遇面議,貿聯國際股份有限公司,16000人,2年以上,Python,其他電子零組件相關業,雙北
10/24更新,"【日本東京】 ASP.NET後端工程師招募（赴日本工作/線上面試/在台可應徵）",待遇面議,株式会社シエス情報,60人,1年以上,"Linux、C#、C++、Java、PHP、Python、MS SQL、MySQL、HTML、JavaScript、CSS",電腦系統整合服務業,台東
10/13更新,"區塊鏈工程師 Blockchain Engineer (RD) (數數發中心, DDT)",待遇面議,國泰金控_國泰金融控股股份有限公司,400人,1年以上,不拘,金融控股業,雙北
10/13更新,"總部研發-Android Senior Developer (台北內湖區)",待遇面議,喬山健康科技股份有限公司,8000人,5年以上,Android、Git、Java、Kotlin、Firebase,育樂用品製造業,雙北
10/28更新,".NET 軟體開發工程師 (大安區信義路)",待遇面議,睿傳數據股份有限公司,40人,3年以上,"Linux、ASP.NET、C#、Java、Python、MS SQL、PL/SQL、HTML、JavaScript、jQuery、CSS、中文打字50~75、英文打字50~75",電腦軟體服務業,雙北
10/25更新,研發替代役_工研院生醫所_醫療資訊系統工程師(M200),待遇面議,"工研院 _財團法人工業技術研究院",6000人,不拘,不拘,其他專業／科學及技術業,新竹
10/11更新,"【總公司】Android 程式設計師","月薪50,000~80,000元",新竹物流股份有限公司,5000人,不拘,"Android、C#、Java、Kotlin、MS SQL、Oracle",儲配／運輸物流業,雙北
10/05更新,SRE工程師(彈性遠端),"年薪1,000,000~2,000,000元",可因科技有限公司,暫不提供,3年以上,Linux、Java,網際網路相關業,雙北
10/18更新,全端資深工程師(網頁軟體),待遇面議,南京資訊股份有限公司,400人,2年以上,C++、Java,電腦及其週邊設備製造業,雙北
10/11更新,JAVA軟體工程師(RD1)1,"月薪28,000元以上",凌群電腦股份有限公司,1100人,不拘,OOAD、Servlets、UML、Java、JSP、Spring、Struts、Tomcat、J2EE、JavaScript、jQuery,電腦系統整合服務業,雙北
10/02更新,Java專案軟體工程師(3-5年開發經驗),待遇面議,良匠科技有限公司,暫不提供,3年以上,AJAX、Java、Spring、Struts、Oracle、J2EE、JavaScript、jQuery,電腦軟體服務業,雙北
10/27更新,"Staff Software Engineer - Android (Multiple headcounts in different teams)",待遇面議,ShopBack_回饋網股份有限公司,1000人,8年以上,Android、Java、Kotlin,其它軟體及網路相關業,雙北
10/06更新,.Net軟體工程師-醫療系統開發,待遇面議,一帆科技有限公司,50人,不拘,ASP.NET、C#,人力派遣服務,雙北
10/25更新,智慧製造-智能系統開發工程師(海外地區),待遇面議,臻鼎科技股份有限公司,46000人,1年以上,不拘,印刷電路板製造業(PCB),桃園
10/26更新,"Sr. Java 軟體工程師",待遇面議,德義資訊股份有限公司,250人,5年以上,Java、JSF、JSP、JDBC、Oracle、PL/SQL、J2EE、JavaScript、XML、jQuery,電腦軟體服務業,雙北
10/25更新,Java全端軟體設計工程師(SD)-智慧物聯部(IAD80),待遇面議,資拓宏宇國際股份有限公司,1500人,3年以上,"Git、Java、RMI、MS SQL、Oracle、Tomcat、JavaScript、jQuery、ReactJS、VueJS",電腦軟體服務業,雙北
09/26更新,軟體工程師,待遇面議,博錸生技股份有限公司,65人,2年以上,C#、C++,生化科技研發業,雙北
10/28更新,"Sr. Full-Stack Developer",待遇面議,"ULTRON 奧創_薩摩亞商奧創物聯有限公司台灣分公司",暫不提供,7年以上,Github、Git、HTML、JavaScript、CSS、ReactJS、VueJS,網際網路相關業,雙北
10/25更新,DL01-MES資深軟體工程師(新竹),待遇面議,晉泰科技股份有限公司,350人,5年以上,C#、C++.Net,電腦系統整合服務業,新竹
10/25更新,科技金融_程式設計師(法金開放平台JAVA),待遇面議,中國信託商業銀行股份有限公司,25000人,3年以上,"UNIX、ASP.NET、Java、MS SQL、Oracle、PL/SQL",銀行業,雙北
10/24更新,技術應用工程師,待遇面議,明門實業股份有限公司,13000人,3年以上,"Oracle Forms、C、Java、JSP、MS SQL、JavaScript",其他運輸工具及零件製造修配業,雙北
10/25更新,"COBOL 系統工程師","月薪68,000元以上",フォワードソフト株式会社,200人,1年以上,"Shell、COBOL、Java、Python、Ruby、DB2、MS SQL、MySQL、Oracle、PL/SQL、PostgreSQL、HTML、jQuery、CSS",網際網路相關業,台東
09/28更新,農科MIS工程師,"月薪30,000~50,000元",天明製藥股份有限公司,186人,2年以上,"MS SQL、DHCP、DNS、FTP、TCP/IP、SNMP",藥品製造業,屏東
10/23更新,PHP全端開發工程師(DevOPs雲端開發),"月薪50,000~85,000元",104人力銀行_一零四資訊科技股份有限公司,820人,5年以上,不拘,網際網路相關業,雙北
10/02更新,"I195 Java工程師","月薪34,000~53,000元",台灣大哥大股份有限公司,3500人,2年以上,Java、Spring,電信相關業,雙北
06/27更新,影像辨識工程師(台北總公司),"月薪45,000~55,000元",奕瑞科技有限公司,暫不提供,不拘,不拘,電腦系統整合服務業,雙北
10/25更新,"APP 工程師 iOS / Android",待遇面議,昇恒昌股份有限公司,暫不提供,2年以上,Android、iOS、Java、Objective-C、SWIFT、Kotlin、Flutter,其他零售業,雙北
10/25更新,【數位技術】前端開發工程師-高雄辦公室-R08,待遇面議,友達光電股份有限公司,38000人,4年以上,不拘,光學器材製造業,高雄
10/19更新,(證券業)數金研發主管-208Tf,待遇面議,萬寶華企業管理顧問股份有限公司,暫不提供,7年以上,Java,人力仲介代徵,雙北
10/05更新,"Android Framework工程師 (IoT產品)",待遇面議,台灣創通聯達智能技術有限公司,80人,3年以上,Linux、Android,電腦系統整合服務業,雙北
10/27更新,"Python資料工程師 Python Data Engineer",待遇面議,萊斯科技有限公司,暫不提供,不拘,"Python、MS SQL",電腦軟體服務業,雙北
10/03更新,Python工程師,待遇面議,創昇資訊有限公司,暫不提供,2年以上,Python,電腦軟體服務業,雙北
10/27更新,"Python 工程師",待遇面議,台盈資訊科技有限公司,60人,1年以上,Python,電腦軟體服務業,雙北
10/10更新,"Python Data Scientist",待遇面議,BigGo_樂方股份有限公司,45人,不拘,Linux、PHP、Python、Go、AWS,電腦軟體服務業,高雄
10/27更新,"Python Engineer",待遇面議,財報雲數位科技股份有限公司,10人,不拘,Git、Python、MySQL、JavaScript,電腦軟體服務業,雙北
10/03更新,"Python 工程師",待遇面議,明潤電腦有限公司,暫不提供,3年以上,Python,電腦軟體服務業,台中
10/25更新,Python工程師,"月薪42,000元以上",優安互連股份有限公司,8人,1年以上,Linux、Git、Python、MySQL、HTML、JavaScript、jQuery、CSS、Django,電腦軟體服務業,雙北
10/24更新,SRE運維工程師(Python),待遇面議,中國信託資融股份有限公司,180人,3年以上,Python,其他金融及輔助業,雙北
10/26更新,Python工程師,待遇面議,米約科技有限公司,25人,不拘,Linux、Python、MySQL、PostgreSQL,網際網路相關業,雙北
10/27更新,Python後端工程師,"月薪40,000~60,000元",深思設計有限公司,20人,1年以上,"Git、Python、MS SQL、MySQL、Django、Github",網際網路相關業,台中
10/17更新,"Software Engineer(Python)",待遇面議,日新軟體股份有限公司,200人,3年以上,Python、HTML、JavaScript、jQuery、CSS、Django,電腦軟體服務業,雙北
10/25更新,"Python 後端工程師",待遇面議,塔台智能網絡股份有限公司,7人,3年以上,Linux、Git、Python、AWS,電腦軟體服務業,雙北
10/07更新,Python工程師(NLP),"月薪60,000~100,000元",滙訊科技有限公司,暫不提供,不拘,Python、R、MySQL,電腦軟體服務業,雙北
10/18更新,"Python 工程師","月薪55,000元以上",加拿大商百德寶企業有限公司在臺辦事處,暫不提供,1年以上,Git、Python、HTML、JavaScript、jQuery、CSS,網際網路相關業,嘉義
